"catalogID","Latitude","Longitude","Evaporation - annual mean","Evaporation - average","Humidity - annual mean relative 3pm","Aridity index - annual mean","Precipitation - annual","Precipitation - annual mean","WorldClim: Precipitation - annual","WorldClim: Precipitation - coldest quarter","WorldClim: Precipitation - driest month","WorldClim: Precipitation - driest quarter","WorldClim: Precipitation - seasonality","WorldClim: Precipitation - warmest quarter","WorldClim: Precipitation - wettest month","WorldClim: Precipitation - wettest quarter","Temperature - annual max mean","Temperature - annual min mean","WorldClim: Temperature - annual mean","WorldClim: Temperature - annual range","WorldClim: Temperature - coldest month min","WorldClim: Temperature - coldest quarter mean","WorldClim: Temperature - diurnal range mean","WorldClim: Temperature - driest quarter mean","WorldClim: Temperature - isothermality","WorldClim: Temperature - seasonality","WorldClim: Temperature - warmest month max","WorldClim: Temperature - warmest quarter mean","WorldClim: Temperature - wettest quarter mean","Lithology - mean age","Carbon - organic","Lithology - fertility","Nutrient status","Gross Primary Productivity","NDVI Mean","Fraction of Photosynthetically Active Radiation","NPP Mean"
7031,-31.24283403,136.7403888,261.27625,3985,51.997364,0.0663468,13.108334,13.108334,191,47,13,45,14,48,21,52,27.2925,13.440833,186,296,48,113,138,227,46,5609,344,257,121,2.9642596,0.09560392,3,1.95,0.0036,15,15,1
7035,-29.00203333,134.6857167,250.3725,3337,51.059017,0.050431572,11.515833,11.515833,170,34,9,30,30,59,21,59,29.0725,15.0675,205,304,59,130,145,144,47,5710,363,276,276,0.11193429,0.0022399228,2,2,0.0029,8,7,0
7039,-25.70963333,133.24855,255.15791,5575,48.447655,0.06568292,16.443333,16.443333,247,36,9,36,44,90,39,101,30.060833,14.844167,207,320,41,124,152,129,47,6194,361,281,271,1.5152113,0.13902232,2,1.15,0.0057,25,19,1
7041,-22.91015,132.6421,258.18292,6896,46.416817,0.07773407,21.595833,21.595833,292,37,8,31,49,122,43,123,32.195,16.340834,222,315,52,143,153,163,48,5763,367,288,280,1.5152113,0.21053469,2,1,0.0071,26,27,1
7043,-23.25241667,132.6403667,253.27542,6516,46.8209,0.08441113,22.48,22.48,289,40,9,34,44,114,40,115,31.3775,15.675,218,320,47,137,155,157,48,5902,367,287,278,3.230449,0.13878386,10,1,0.0081,24,24,1
7059,-17.87356667,127.8730167,265.3075,13561,46.716633,0.18877508,50.574165,50.574165,576,10,1,10,109,286,157,386,35.4625,20.625,268,263,121,208,139,208,52,4134,384,312,306,3.2844307,0.114340425,6,1.45,0.0096,30,25,1
7061,-17.67413333,125.2178,256.60165,14531,49.424603,0.2165337,55.156666,55.156666,653,16,0,10,119,312,195,469,36.5175,20.726667,272,261,123,217,143,233,54,3712,384,311,298,2.5845857,0.17894953,6,1.4,0.0073,33,35,1
7063,-17.50701667,123.7349,235.45334,14237,57.88536,0.23656797,54.460835,54.460835,557,13,0,4,130,245,180,433,36.356667,22.420834,278,222,145,230,125,266,56,3144,367,309,301,-0.33984628,0.11921348,2,1,0.0123,43,44,2
7067,-21.11651667,116.8285667,295.33334,7034,50.315613,0.077293,22.2575,22.2575,292,56,1,5,86,132,60,168,34.8575,21.348333,269,264,127,205,141,270,53,4548,391,320,319,3.4771214,0.10427145,11,1.5,0.005,21,15,0
7069,-22.57065,118.08065,269.37708,9836,43.34783,0.1160078,31.320833,31.320833,404,50,4,17,83,223,93,225,32.56167,18.175833,245,292,92,168,139,253,47,5548,384,308,303,3.423246,0.23495881,5,1.6,0.0039,26,27,0
7075,-28.05051667,120.5461667,250.71541,6597,51.647087,0.0914454,17.776667,17.776667,228,61,8,27,35,68,27,77,29.380001,15.644167,201,316,47,118,139,200,43,6279,363,280,274,3.5118833,0.08584509,5,1,0.0029,22,14,1
7077,-28.05314507,120.5453166,250.71541,6597,51.647087,0.0914454,17.776667,17.776667,228,61,8,27,35,68,27,77,29.380001,15.644167,201,316,47,118,139,200,43,6279,363,280,274,3.5118833,0.08584509,5,1,0.0029,22,14,1
7081,-30.4051,121.0622833,228.4375,6893,54.55679,0.1235756,20.384167,20.384167,268,85,14,45,29,64,37,94,27.291666,13.34,183,289,49,111,134,181,46,5473,338,252,121,3.5118833,0.3684365,11,1.15,0.0093,36,28,3
7083,-32.82003333,116.4136333,130.62791,16134,66.37025,0.83094597,59.199165,59.199165,764,407,10,46,77,46,156,407,23.630001,9.564167,151,262,44,97,130,212,49,4608,306,212,97,1.5152113,1.1553005,4,1,0.0218,63,47,5
7085,-32.58886667,116.4591,134.35208,15987,66.15148,0.7605148,55.84083,55.84083,744,394,11,48,75,48,149,394,23.866667,9.838333,152,266,43,96,130,215,48,4758,309,215,96,3.5118833,0.7337086,5,1,0.0241,64,58,6
7091,-31.86331667,126.9831,230.2075,6582,61.679188,0.10915113,20.130833,20.130833,294,94,14,53,28,56,38,105,24.268333,12.0425005,168,222,54,120,122,199,54,3583,276,211,129,1.4543111,0.21037294,4,1.1,0.0026,26,17,4
7093,-31.40915,130.9936833,214.73917,6239,64.82079,0.10911979,17.74,17.74,254,73,9,38,27,48,31,82,24.99,11.8575,177,249,55,125,140,222,56,3839,304,222,133,1.1395328,0.28039923,6,1.1,0.0047,28,16,5
7826,-35.14194473,150.7596025,146.9775,22686,79.28885,0.754886,100.5925,100.5925,1438,368,85,277,22,396,176,449,21.784166,14.355,167,163,82,124,75,129,46,3177,245,206,152,2.4393327,0.83752364,3,1,0.0272,52,43,20
7827,-35.12809248,150.7568768,148.26959,22686,79.201096,0.7274759,97.77334,97.77334,1438,368,85,277,22,396,176,449,22.113333,14.53,167,163,82,124,75,129,46,3177,245,206,152,0.11193429,-9553.321,5.4,1,0.0546,60,80,20
7829,-35.15368962,150.7536825,146.94458,22686,79.44654,0.7572474,100.925,100.925,1435,366,84,274,22,396,176,449,21.751667,14.348333,167,162,83,125,75,129,46,3194,245,206,152,0.11193429,1.1494408,6,1,0.0518,70,79,0
7831,-35.15304021,150.7352711,145.25708,22686,79.67216,0.7818928,103.055,103.055,1501,373,88,284,22,425,177,458,21.51,13.996667,161,164,76,118,77,123,46,3221,240,200,146,2.4393327,1.1570486,3,1,0.0721,67,90,13
7833,-35.13802306,150.7075604,147.13458,21493,78.67872,0.7298332,97.36917,97.36917,1444,366,85,274,22,402,177,444,22.068333,14.1875,166,165,80,123,78,128,47,3230,245,205,151,2.4393327,-10001.729,3,1,0.0703,72,88,20
7835,-35.19835466,150.6945319,146.10875,23867,78.991196,0.7531028,99.9275,99.9275,1450,365,85,274,22,405,176,446,21.758333,14.025,165,165,79,122,78,126,47,3207,244,204,149,2.4393327,0.7831825,3,1,0,41,30,0
7837,-35.16259382,150.7250605,144.52458,22686,79.252045,0.7937204,104.151665,104.151665,1481,371,87,281,22,415,177,455,21.3925,13.828333,162,165,76,119,77,123,46,3231,241,202,147,0.11193429,1.1454957,6,1,0,70,77,20
7839,-35.12804944,150.6583748,147.20084,22686,78.09345,0.70224714,93.86417,93.86417,1402,348,81,260,22,397,169,426,22.35,14.005,166,171,77,122,81,126,47,3318,248,207,150,1.2756335,-6049.7676,4.333333,1,0.0711,74,78,9
7841,-35.13925298,150.68313,146.56876,21493,78.603584,0.73119783,97.225,97.225,1428,358,83,268,22,402,173,435,22.043333,14.02,165,168,78,122,79,126,47,3268,246,205,149,2.4393327,1.3391217,3,1,0.0746,64,89,13
7843,-35.151228,150.6486994,147.24292,21493,77.899925,0.7023324,94.03,94.03,1374,339,79,253,23,390,165,417,22.311666,14.005,167,170,79,124,81,129,47,3249,249,207,152,0.11193429,1.329079,6,1,0.0719,71,89,13
7845,-35.15913962,150.6369569,147.08417,21493,77.805305,0.7001073,93.66917,93.66917,1362,335,78,250,23,388,163,413,22.324167,13.945833,168,171,78,124,82,128,47,3287,249,207,152,0.11193429,0.2546155,6,1,0.066,80,58,19
7847,-35.15730226,150.6135971,146.64,22686,77.55846,0.6979142,93.174164,93.174164,1350,327,77,245,23,388,159,410,22.324167,13.804167,167,172,77,123,83,128,48,3296,249,207,196,0.11193429,1.1494408,6,1,0,67,76,12
7849,-35.14128158,150.7379895,147.30083,22686,79.362144,0.7407066,98.94,98.94,1448,369,85,277,22,400,177,450,21.935,14.328333,166,164,81,124,76,128,46,3211,245,205,151,0.11193429,-10006.546,6,1,0.072,66,89,21
7851,-35.14969942,150.686346,146.3825,22686,78.54681,0.736209,97.8075,97.8075,1437,361,84,270,22,402,175,441,21.973333,13.995,165,168,78,122,79,126,47,3244,246,205,150,2.4393327,0.83752364,3,1,0.0746,52,88,0
7853,-35.16300421,150.6731254,146.74083,22686,78.730545,0.7293161,97.173386,97.173386,1417,356,82,265,22,397,173,435,22.03776,14.047812,167,168,79,123,79,128,47,3233,247,206,152,0.44441977,1.1406902,4.8,1,0.0713,75,89,19
7855,-35.13674651,150.6666743,146.43416,22686,78.05401,0.7238783,96.235,96.235,1419,355,82,265,22,400,172,432,22.105833,13.921667,166,168,78,122,80,127,47,3237,246,205,150,0.11193429,632.0743,6,1,0.0753,66,88,20
7857,-35.16181402,150.6326533,147.04716,21493,77.805305,0.6979136,93.364105,93.364105,1362,335,78,250,23,388,163,413,22.346725,13.923214,168,171,78,124,82,128,47,3287,249,207,152,0.11193429,1.3556026,6,1,0.066,78,58,19
7859,-35.17371886,150.5940691,146.885,24654,77.470634,0.687584,92.03667,92.03667,1335,321,76,241,23,386,156,408,22.423334,13.8175,168,175,76,123,83,128,47,3342,251,208,197,0.11193429,0.96969104,6,1,0,77,50,13
7861,-35.17363378,150.5943242,146.885,24654,77.470634,0.687584,92.03667,92.03667,1335,321,76,241,23,386,156,408,22.423334,13.8175,168,175,76,123,83,128,47,3342,251,208,197,0.11193429,0.96969104,6,1,0,77,50,13
7863,-35.17710152,150.5937279,146.885,24654,77.470634,0.687584,92.03667,92.03667,1346,325,76,243,23,388,158,410,22.423334,13.8175,167,172,77,123,83,128,48,3285,249,207,196,0.11193429,0.96969104,6,1,0,77,50,13
7882,-34.11782,118.76062,136.3725,10417,71.17775,0.3869912,34.00083,34.00083,435,148,18,62,36,62,55,151,22.454166,10.675834,156,219,60,111,118,201,53,3594,279,201,120,1.5152113,0.7385561,2,1,0.0161,33,35,3
7884,-34.1171975,118.7604917,136.3725,10417,71.17775,0.3869912,34.00083,34.00083,435,148,18,62,36,62,55,151,22.454166,10.675834,156,219,60,111,118,201,53,3594,279,201,120,1.5152113,0.7385561,2,1,0.0161,33,35,3
7886,-34.11718167,118.7615269,136.3725,10417,71.17775,0.3869912,34.00083,34.00083,435,148,18,62,36,62,55,151,22.454166,10.675834,156,219,60,111,118,201,53,3594,279,201,120,1.5152113,0.7385561,2,1,0.0161,33,35,3
7888,-35.431,148.80225,117.762085,22085,72.061935,1.0589399,84.45917,84.45917,1152,344,69,221,21,221,136,365,18.051666,6.0433335,94,267,-26,28,122,160,45,5139,241,160,61,2.6226802,4.028832,6,1.4,0.0699,83,90,15
7890,-32.24144139,118.7199589,175.445,8119,60.591763,0.26452163,25.990833,25.990833,341,137,14,49,44,55,55,142,25.71,10.921666,170,285,46,106,143,192,50,5133,331,236,116,1.5152113,0.5170429,2,1,0.0058,39,14,2
7892,-34.24008889,118.7205022,135.15,9995,71.875046,0.39267647,34.56333,34.56333,468,156,18,64,37,64,61,161,22.793333,11.170834,158,211,65,115,116,201,54,3437,276,202,117,0.11193429,0.6560307,4,1,0.0154,31,39,7
7894,-34.24156056,118.7210419,135.15,9995,71.875046,0.39267647,34.56333,34.56333,468,156,18,64,37,64,61,161,22.793333,11.170834,158,211,65,115,116,201,54,3437,276,202,117,0.11193429,0.6560307,4,1,0.0154,31,39,7
7896,-34.08631806,118.8528247,139.68791,10374,71.01208,0.36795267,33.538334,33.538334,445,152,19,64,36,64,56,155,22.7725,10.835,158,218,62,113,118,202,54,3598,280,203,122,3.5118833,0.7442907,5,1,0.014,41,36,4
7898,-34.08486778,118.8512286,139.68791,10374,71.01208,0.36795267,33.538334,33.538334,445,152,19,64,36,64,56,155,22.7725,10.835,158,218,62,113,118,202,54,3598,280,203,122,3.5118833,0.7442907,5,1,0.014,41,36,4
7900,-34.08451028,118.8501972,139.68791,10374,71.01208,0.36795267,33.538334,33.538334,445,152,19,64,36,64,56,155,22.7725,10.835,158,218,62,113,118,202,54,3598,280,203,122,3.5118833,0.7442907,5,1,0.0112,41,28,4
7902,-34.07607972,118.8708528,140.43333,10400,70.928566,0.36419207,33.443333,33.443333,446,152,19,64,36,64,56,156,22.841667,10.865,158,219,62,113,118,203,53,3611,281,204,122,1.6517625,0.74149966,4,1,0.0103,32,24,4
7904,-34.07723778,118.8686719,140.15208,10400,70.76785,0.36543584,33.45,33.45,446,152,19,64,36,64,56,156,22.803333,10.835834,158,219,62,113,118,203,53,3611,281,204,122,1.6517625,0.74141276,4,1,0.0111,50,27,4
7908,-34.0944175,118.8603189,139.77126,10400,71.05595,0.3681285,33.62417,33.62417,448,152,19,64,36,64,56,156,22.820833,10.888333,158,217,62,113,118,202,54,3556,279,203,122,1.6517625,0.7394907,6,1,0.0135,46,34,4
7910,-34.09390556,118.8600872,139.77126,10400,71.05595,0.3681285,33.62417,33.62417,448,152,19,64,36,64,56,156,22.820833,10.888333,158,217,62,113,118,202,54,3556,279,203,122,1.6517625,0.7394907,6,1,0.0135,46,34,4
7912,-34.09445056,118.8614839,139.77126,10400,71.05595,0.3681285,33.62417,33.62417,448,152,19,64,36,64,56,156,22.820833,10.888333,158,217,62,113,118,202,54,3556,279,203,122,1.6517625,0.7394907,6,1,0.012,46,28,4
7914,-34.30320667,118.7278044,134.19417,9925,72.263695,0.40882266,35.775,35.775,488,163,18,65,38,65,64,168,22.694166,11.225,157,208,65,115,115,200,55,3379,273,200,117,3.5118833,0.69175714,6,1,0.0154,40,39,6
7916,-34.30374389,118.7302858,133.97583,9925,72.26106,0.4114615,35.914165,35.914165,488,163,18,65,38,65,64,168,22.6725,11.208333,157,208,65,115,115,200,55,3379,273,200,117,3.5118833,0.68313104,6,1,0.013,40,29,6
7918,-34.303255,118.7312828,133.97583,9925,72.26106,0.4114615,35.914165,35.914165,488,163,18,65,38,65,64,168,22.6725,11.208333,157,208,65,115,115,200,55,3379,273,200,117,3.5118833,0.68313104,6,1,0.013,40,29,6
8076,-30.18156667,115.2115667,184.12958,14141,64.91688,0.46620312,45.56333,45.56333,580,325,5,33,82,36,128,325,26.413334,13.578333,186,239,82,137,125,219,52,4085,321,241,137,2.2369149,0.53887653,5,1,0.0117,57,48,8
8078,-30.17106667,115.2134333,183.80292,14141,64.69437,0.4685053,45.684166,45.684166,583,326,5,33,83,37,129,326,26.388334,13.535833,185,239,82,136,125,219,52,4100,321,241,136,2.2369149,0.5378462,5,1,0.0117,62,48,8
8084,-30.11188333,115.2585167,186.56209,13474,63.34603,0.44320548,44.2075,44.2075,567,317,6,33,82,36,126,317,26.799166,13.598333,189,246,83,138,128,224,52,4274,329,247,138,2.2369149,0.47925013,5,1,0.0075,57,35,4
8088,-30.04105,115.02035,186.01001,13196,65.55907,0.43845344,44.552498,44.552498,542,308,4,27,85,31,122,308,26.975834,14.508333,195,233,93,148,124,244,53,3927,326,248,148,-2.2403321,3.3011231,6,0.9,0.0135,48,38,7
8090,-30.0489,115.0423,185.18124,13859,65.281075,0.44655442,44.955,44.955,543,309,4,27,85,31,122,309,26.865,14.335,194,234,93,147,124,243,52,3935,327,248,147,-0.33984628,0.3449084,6,0.9,0.012,57,39,6
8108,-33.85677778,119.1615556,139.73625,10153,70.00808,0.36895597,33.4675,33.4675,422,147,17,66,33,66,53,147,22.624166,10.3025,155,229,55,108,122,204,53,3814,284,204,117,1.5152113,0.7447792,2,1,0.007,39,17,3
8114,-34.08769444,119.4063333,140.37584,10966,71.251,0.4248297,39.019165,39.019165,517,187,19,70,37,70,65,187,23.158333,11.406667,164,213,69,121,118,207,55,3450,282,207,121,1.6517625,0.54204255,4,1.3,0.0184,57,37,8
8116,-34.16769444,119.5756944,143.51584,11095,71.67046,0.43902248,41.806667,41.806667,556,207,19,70,40,74,71,207,23.3125,11.860833,167,207,74,125,115,209,55,3326,281,209,125,1.6517625,-0.9462646,4,1.3,0.0247,58,41,5
8118,-34.33977778,119.3947222,138.63208,14005,72.94013,0.5393417,47.986668,47.986668,619,239,20,74,44,78,82,239,22.800833,11.695833,163,202,72,123,114,203,56,3184,274,203,123,1.5152113,-20.464191,2,1,0.0252,56,36,11
8120,-34.21647222,119.304,137.935,12666,72.176544,0.4791428,42.450832,42.450832,558,205,20,72,40,75,72,205,22.895834,11.420834,162,208,69,120,116,204,55,3337,277,204,120,1.5152113,0.7668258,2,1,0.0143,50,27,9
8122,-34.19216667,119.4254444,137.5825,12081,72.19007,0.48687416,43.264168,43.264168,558,208,19,71,40,75,72,208,22.7075,11.333334,162,208,69,120,116,204,55,3346,277,204,120,3.3117537,0.8081031,2,1.3,0.0253,58,46,8
8124,-34.38108333,119.3412778,139.63583,13941,73.13491,0.55020934,49.2825,49.2825,636,246,21,75,44,79,85,246,22.7575,11.744166,162,200,72,123,113,202,56,3160,272,202,123,1.5152113,0.89755356,2,1,0.0136,56,27,11
8126,-33.80952778,119.4345278,144.73708,10185,69.84802,0.3367881,33.02,33.02,431,146,18,70,30,70,51,146,23.005833,10.733334,160,226,60,113,122,206,53,3688,286,206,113,3.5118833,0.71016145,5,1,0.0174,41,33,6
8128,-33.72838889,119.7221389,147.4075,10296,69.81866,0.3142122,32.785835,32.785835,431,144,18,72,29,72,50,144,22.998333,10.8675,159,225,60,112,122,205,54,3658,285,205,112,1.5152113,0.6201931,2,1,0.0115,43,26,4
8130,-33.68836111,119.7616944,149.15417,10127,69.503,0.2987057,31.875834,31.875834,423,141,17,70,29,70,50,141,23.201668,10.975,160,226,61,114,123,206,54,3666,287,206,114,0.11193429,0.6622102,4,1.1,0.0082,35,17,3
8132,-33.93133333,119.9996667,148.99883,10810,70.78344,0.35171908,37.175835,37.175835,505,180,18,68,39,71,65,186,23.411823,11.912708,168,211,74,126,117,211,55,3402,285,211,134,2.5117989,0.84602463,4,1.3,0.0034,60,6,8
8134,-33.87711111,119.9183889,149.3925,10893,70.6075,0.33193198,35.304165,35.304165,485,168,18,69,36,73,59,172,23.41,11.715,166,215,71,122,119,209,55,3441,286,209,131,1.5152113,0.5989993,2,1.3,0.0147,54,44,8
8138,-30.20071001,149.597527,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
8140,-30.20055997,149.597556,170.78542,14236,60.849037,0.31753522,46.963333,46.963333,644,116,34,115,34,235,100,235,28.230833,13.105833,190,301,39,114,145,126,48,5697,340,260,260,0.11193429,0.88042647,6,2,0.0268,46,71,5
8142,-35.8748166,149.01165,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,805,186,54,170,13,192,86,232,16.849167,4.4733334,96,271,-30,32,129,40,47,4930,241,158,92,2.668549,4.0002894,4,1.85,0.0336,55,54,13
8144,-35.881,149.0076,117.91209,17144,72.00162,0.55037946,50.003334,50.003334,851,206,60,188,12,196,90,247,17.299168,4.56,92,267,-31,29,126,37,47,4918,236,155,61,2.668549,3.975982,4,1.85,0.0329,55,46,13
8146,-35.8811,149.0083,117.91209,17144,72.00162,0.55037946,50.003334,50.003334,851,206,60,188,12,196,90,247,17.299168,4.56,92,267,-31,29,126,37,47,4918,236,155,61,2.668549,3.975982,4,1.85,0.0329,55,46,13
8148,-35.8766833,149.0097,116.6125,17144,72.34509,0.5729568,51.079998,51.079998,862,210,62,192,12,198,91,250,17.03,4.516667,92,266,-31,28,125,36,46,4913,235,154,61,2.668549,3.9499772,4,1.85,0.0329,55,46,13
8150,-35.8769333,149.01025,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,862,210,62,192,12,198,91,250,16.849167,4.4733334,92,266,-31,28,125,36,46,4913,235,154,61,2.668549,4.0002894,4,1.85,0.0329,55,46,13
8152,-35.8748666,149.01088,115.88292,17144,72.59152,0.5842202,51.603333,51.603333,805,186,54,170,13,192,86,232,16.849167,4.4733334,96,271,-30,32,129,40,47,4930,241,158,92,2.668549,4.0002894,4,1.85,0.0336,55,54,13
8154,-25.351,131.0423,271.605,6811,47.37965,0.076156445,20.171667,20.171667,321,42,9,40,45,110,45,135,31.113333,14.39,210,336,33,126,161,144,47,6172,369,283,276,1.5152113,0.13439515,2,1,0.0061,13,17,2
8155,-25.351,131.0423,271.605,6811,47.37965,0.076156445,20.171667,20.171667,321,42,9,40,45,110,45,135,31.113333,14.39,210,336,33,126,161,144,47,6172,369,283,276,1.5152113,0.13439515,2,1,0.0061,13,17,2
8158,-25.3504,131.0516,273.47833,6811,47.239323,0.073399626,19.676666,19.676666,321,42,9,40,45,110,45,135,31.386667,14.549167,210,336,33,126,161,144,47,6165,369,283,276,1.5152113,0.13612767,2,1,0.0064,13,18,2
8159,-25.3504,131.0516,273.47833,6811,47.239323,0.073399626,19.676666,19.676666,321,42,9,40,45,110,45,135,31.386667,14.549167,210,336,33,126,161,144,47,6165,369,283,276,1.5152113,0.13612767,2,1,0.0064,13,18,2
8160,-25.351,131.041,271.605,6811,47.37965,0.076156445,20.171667,20.171667,321,42,9,40,45,110,45,135,31.113333,14.39,210,336,33,126,161,144,47,6169,369,283,276,1.5152113,0.13439515,2,1,0.0061,11,17,1
8161,-25.351,131.041,271.605,6811,47.37965,0.076156445,20.171667,20.171667,321,42,9,40,45,110,45,135,31.113333,14.39,210,336,33,126,161,144,47,6169,369,283,276,1.5152113,0.13439515,2,1,0.0061,11,17,1
8162,-25.3523,131.0343,272.76334,6811,47.278465,0.0749201,19.974167,19.974167,321,42,9,40,45,110,45,135,31.240833,14.456667,210,336,33,126,161,144,47,6169,369,283,276,2.7119336,0.13323736,2,1,0.0045,11,15,1
